country,glacier_name,glacier_id,outline_id,year,time_system,begin_date,begin_date_unc,midseason_date,midseason_date_unc,end_date,end_date_unc,winter_balance,winter_balance_unc,summer_balance,summer_balance_unc,annual_balance,annual_balance_unc,ela_position,ela,ela_unc,aar,area,investigators,agencies,references,remarks
NO,AALFOTBREEN,317,,1971,,1970-10-11,0.0,1971-05-21,0.0,1971-11-24,0.0,4.144,,-3.312,,0.831,,on,1130,,0.77,4486000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Tvede, A.M. (1973): Glas. unders. i Norge 1971. NVE Rap. 2-73",Homogenized
NO,AALFOTBREEN,317,,1972,,1971-11-24,0.0,1972-04-16,0.0,1972-11-28,0.0,3.782,,-3.741,,0.041,,on,1205,,0.58,4486000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Tvede, A.M. (1974): Glas. unders. i Norge 1972. NVE Rap. 1-74",Homogenized
NO,AALFOTBREEN,317,,1973,,1972-11-28,0.0,1973-04-07,0.0,1973-11-20,0.0,4.567,,-2.561,,2.006,,below,869,,1,4486000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Tvede, A.M. (1975): Glas. unders. i Norge 1973. NVE Rap. 1-75",Homogenized
NO,AALFOTBREEN,317,,1974,,1973-11-20,0.0,1974-03-07,0.0,1974-09-20,0.0,3.485,,-2.631,,0.854,,on,1080,,0.87,4486000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Tvede, A.M., B. Wold og G. Østrem (ed) (1975): Glas. unders. i Norge 197. NVE Rap. 5-75",Homogenized
NO,AALFOTBREEN,317,,1975,,1974-09-20,0.0,1975-04-20,0.0,1975-10-09,0.0,4.324,,-3.503,,0.82,,,,,,4486000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Wold, B. and Hagen, J.O. (ed.) (1977): Glas. unders. i Norge 1975, NVE Rap. 2-1977",Homogenized; ELA undefined | Homogenized
NO,AALFOTBREEN,317,,1976,,1975-10-09,0.0,1976-05-05,0.0,1976-10-15,0.0,4.366,,-3.06,,1.305,,below,869,,1,4486000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Hagen, J.O. (ed.) (1977): Glas. unders. i Norge 1976, NVE Rap. 7-1977",Homogenized
NO,AALFOTBREEN,317,,1977,,1976-10-15,0.0,1977-04-21,0.0,1977-10-30,0.0,2.305,,-2.936,,-0.63,,,,,,4486000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Wold, B. and N. Haakensen (ed.) (1978): Glas. unders. i Norge 1977, NVE Rap. 3-1978",Homogenized; ELA undefined | Homogenized
NO,AALFOTBREEN,317,,1978,,1977-10-30,0.0,1978-04-15,0.0,1978-10-12,0.0,2.459,,-3.077,,-0.617,,on,1340,,0.08,4176000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Wold, B. and K. Repp (ed.) (1979): Glas. unders. i Norge 1978, NVE Rap. 4-1979",Homogenized
NO,AALFOTBREEN,317,,1979,,1978-10-12,0.0,1979-04-24,0.0,1979-10-22,0.0,3.204,,-3.356,,-0.152,,on,1250,,0.44,4176000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Haakensen, N. and B. Wold (ed.) (1981): Glas. unders. i Norge 1979, NVE Rap. 3-1981",Homogenized
NO,AALFOTBREEN,317,,1980,,1979-10-22,0.0,1980-04-16,0.0,1980-12-06,0.0,2.482,,-3.209,,-0.726,,on,1295,,0.28,4176000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Haakensen, N. (ed.) (1982): Glas. unders. i Norge 1980, NVE Rap. 1-1982",Homogenized
NO,AALFOTBREEN,317,,1981,,1980-12-06,0.0,1981-05-02,0.0,1981-10-10,0.0,4.041,,-3.806,,0.235,,on,1195,,0.62,4176000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Haakensen, N. (ed.) (1984): Glas. unders. i Norge 1981, NVE Rap. 1-1984",Homogenized
NO,AALFOTBREEN,317,,1982,,1981-10-10,0.0,1982-04-20,0.0,1982-10-07,0.0,3.296,,-3.309,,-0.012,,,,,,4176000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Roland, E. and N. Haakensen (ed.) (1985): Glas. unders. i Norge 1982, NVE Rap. 1-1985",Homogenized; ELA undefined | Homogenized
NO,AALFOTBREEN,317,,1983,,1982-10-07,0.0,1983-04-27,0.0,1983-10-02,0.0,4.609,,-3.229,,1.38,,on,1005,,0.97,4176000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Roland, E. and N. Haakensen (ed.) (1986): Glas. unders. i Norge 1983, NVE Rap. 1-1986",Homogenized
NO,AALFOTBREEN,317,,1984,,1983-10-02,0.0,1984-04-06,0.0,1984-10-26,0.0,4.224,,-2.847,,1.376,,,,,,4176000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjeldsen, O. (ed.) (1987): Glas. unders. i Norge 1984, NVE Publikasjon V 7-1987",Homogenized; ELA undefined | Homogenized
NO,AALFOTBREEN,317,,1985,,1984-10-26,0.0,1985-04-11,0.0,1985-11-14,0.0,2.482,,-2.98,,-0.497,,on,1295,,0.28,4176000,Nils Haakensen (402) | Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Laumann, T. et al. (1988): Massbalansemålinger på norske breer 1985, 1986 og 1987, NVE Publikasjon 13-1988",Homogenized
NO,AALFOTBREEN,317,,1986,,1985-11-14,0.0,1986-04-16,0.0,1986-11-22,0.0,2.338,,-2.949,,-0.611,,,,,,4176000,Nils Haakensen (402) | Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Laumann, T. et al. (1988): Massbalansemålinger på norske breer 1985, 1986 og 1987, NVE Publikasjon 13-1988",Homogenized; ELA undefined | Homogenized
NO,AALFOTBREEN,317,,1987,,1986-11-22,0.0,1987-04-26,0.0,1987-10-08,0.0,4.448,,-2.375,,2.073,,on,995,,0.98,4176000,Nils Haakensen (402) | Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Laumann, T. et al. (1988): Massbalansemålinger på norske breer 1985, 1986 og 1987, NVE Publikasjon 13-1988",Homogenized
NO,AALFOTBREEN,317,,1988,,1987-10-08,0.0,1988-04-21,0.0,1988-10-22,0.0,2.685,,-5.182,,-2.496,,above,1376,,0,4176000,B. Wold (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Østrem, G. (ed.) (1991): Massbalansemålinger på norske breer 1988 og 1989, NVE Publikasjon 11-1991",Homogenized
NO,AALFOTBREEN,317,,1989,,1988-10-22,0.0,1989-04-16,0.0,1989-10-28,0.0,5.293,,-2.949,,2.343,,on,1035,,0.95,4176000,B. Wold (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Østrem, G. (ed.) (1991): Massbalansemålinger på norske breer 1988 og 1989, NVE Publikasjon 11-1991",Homogenized
NO,AALFOTBREEN,317,,1990,,1989-10-28,0.0,1990-04-23,0.0,1990-10-20,0.0,5.955,,-4.193,,1.762,,on,995,,0.98,4176000,B. Wold (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-16 | Elvehøy, H. and N. Haakensen (ed.) (1992): Glas. unders. i Norge 1990 og 1991, NVE Publ. 3-92",Homogenized
NO,AALFOTBREEN,317,,1991,,1990-10-20,0.0,1991-04-14,0.0,1991-10-27,0.0,3.44,,-2.873,,0.567,,on,1085,,0.89,4176000,B. Wold (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rapp. 31-16 | Elvehøy, H. and N. Haakensen (ed.) (1992): Glas. unders. i Norge i 1990 og 1991, NVE Publ. 3-92",Homogenized
NO,AALFOTBREEN,317,,1992,,1991-10-27,0.0,1992-04-24,0.0,1992-10-28,0.0,5.475,,-3.083,,2.391,,on,1020,,0.96,4176000,Jon Ove Methlie Hagen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Haakensen, N. (ed.) (1995): Glas. unders. i Norge i 1992 og 1993, NVE Publikasjon 8-1995",Homogenized
NO,AALFOTBREEN,317,,1993,,1992-10-28,0.0,1993-04-24,0.0,1993-10-15,0.0,4.692,,-2.822,,1.87,,below,903,,1,4479000,Jon Ove Methlie Hagen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Haakensen, N. (ed.) (1995): Glas. unders. i Norge i 1992 og 1993, NVE Publikasjon 8-1995",Homogenized
NO,AALFOTBREEN,317,,1994,,1993-10-15,0.0,1994-04-27,0.0,1994-10-20,0.0,3.723,,-2.918,,0.804,,on,975,,0.98,4479000,Jon Ove Methlie Hagen (416) | G. Atterås (402),402. Norwegian Water Resources and Energy Directorate | 416. University of Oslo > Department of Physical Geography,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Elvehøy, H. et al. (1997): Glas. unders. i Norge i 1994 og 1995, NVE Publikasjon 19-1997",Homogenized
NO,AALFOTBREEN,317,,1995,,1994-10-20,0.0,1995-04-27,0.0,1995-11-04,0.0,5.141,,-3.908,,1.233,,on,1105,,0.84,4479000,Jon Ove Methlie Hagen (416) | G. Atterås (402),402. Norwegian Water Resources and Energy Directorate | 416. University of Oslo > Department of Physical Geography,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Elvehøy, H. et al. (1997): Glas. unders. i Norge i 1994 og 1995, NVE Publikasjon 19-1997",Homogenized
NO,AALFOTBREEN,317,,1996,,1995-11-04,0.0,1996-05-02,0.0,1996-09-23,0.0,1.873,,-3.816,,-1.943,,above,1383,,0,4479000,Erik Roland (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjøllmoen, B. (ed.) (1998): Glas. unders. i Norge 1996 of 1997, NVE Rap. 20-1998",Homogenized
NO,AALFOTBREEN,317,,1997,,1996-09-23,0.0,1997-04-28,0.0,1997-11-20,0.0,4.089,,-4.254,,-0.164,,on,1220,,0.55,4479000,Erik Roland (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjøllmoen, B. (ed.) (1998): Glas. unders. i Norge 1996 of 1997, NVE Rap. 20-1998",Homogenized
NO,AALFOTBREEN,317,,1998,,1997-11-20,0.0,1998-05-13,0.0,1998-10-02,0.0,3.349,,-3.831,,-0.481,,on,1255,,0.43,4479000,Erik Roland (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjøllmoen, B. (ed.) (1999): Glas. unders. i Norge - 1998, NVE Rap. 5-1999",Calibrated
NO,AALFOTBREEN,317,,1999,,1998-10-02,0.0,1999-05-07,0.0,1999-10-15,0.0,4.316,,-4.69,,-0.373,,on,1265,,0.4,4479000,Erik Roland (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjøllmoen, B. (ed.) (2000): Glas. unders. i Norge i 1999, NVE Rap. 2-2000",Calibrated
NO,AALFOTBREEN,317,,2000,,1999-10-15,0.0,2000-05-02,0.0,2000-11-08,0.0,4.902,,-3.766,,1.135,,on,1105,,0.84,4479000,Erik Roland (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjøllmoen, B. (ed.) (2001): Glac. invest. in Norway in 2000, NVE Report 2-2001",Calibrated
NO,AALFOTBREEN,317,,2001,,2000-11-08,0.0,2001-04-28,0.0,2001-10-18,0.0,1.757,,-4.28,,-2.523,,above,1383,,0,4479000,Erik Roland (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjøllmoen, B. (ed.) (2003): Glac. invest. in Norway in 2001, NVE Report 1-2003",Calibrated
NO,AALFOTBREEN,317,,2002,,2001-10-18,0.0,2002-05-06,0.0,2002-10-05,0.0,3.499,,-5.571,,-2.072,,above,1383,,0,4479000,Sidsel Haug (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjøllmoen, B. (ed.) (2003): Glac. invest. in Norway in 2002, NVE Report 3-2003",Calibrated
NO,AALFOTBREEN,317,,2003,,2002-10-05,0.0,2003-04-24,0.0,2003-10-20,0.0,2.259,,-5.288,,-3.028,,above,1383,,0,4479000,Sidsel Haug (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjøllmoen, B. (ed.) (2004): Glac. invest. in Norway in 2003, NVE Report 4-2004",Calibrated
NO,AALFOTBREEN,317,,2004,,2003-10-20,0.0,2004-05-12,0.0,2004-10-13,0.0,3.094,,-3.578,,-0.484,,on,1265,,0.36,3975000,Rune Verpe Engeset (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjøllmoen, B. (ed.) (2005): Glac. invest. in Norway in 2004, NVE Report 2-2005",Calibrated
NO,AALFOTBREEN,317,,2005,,2004-10-13,0.0,2005-04-19,0.0,2005-10-16,0.0,4.738,,-4.419,,0.319,,on,1185,,0.65,3975000,Rune Verpe Engeset (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjøllmoen, B. (ed.) (2006): Glac. invest. in Norway in 2005, NVE Report 2-2006",Calibrated
NO,AALFOTBREEN,317,,2006,,2005-10-16,0.0,2006-05-05,0.0,2006-10-12,0.0,2.511,,-6.16,,-3.649,,above,1368,,0,3975000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjøllmoen, B. (ed.) (2007): Glac. invest. in Norway in 2006, NVE Report 1-2007",Calibrated
NO,AALFOTBREEN,317,,2007,,2006-10-12,0.0,2007-05-03,0.0,2007-10-05,0.0,4.225,,-3.361,,0.864,,on,1055,,0.92,3975000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjøllmoen. B. (ed.) (2008): Glac. invest. in Norway in 2007, NVE Report 3-2008",Calibrated
NO,AALFOTBREEN,317,,2008,,2007-10-05,0.0,2008-04-21,0.0,2008-10-31,0.0,4.321,,-3.99,,0.331,,on,1160,,0.72,3975000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjøllmoen, B. (ed.) (2009): Glac. invest. in Norway in 2008, NVE Report 2-2009",Calibrated
NO,AALFOTBREEN,317,,2009,,2008-10-31,0.0,2009-04-29,0.0,2009-10-22,0.0,3.601,,-4.186,,-0.584,,on,1315,,0.18,3975000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjøllmoen, B. (ed.) (2010): Glac. invest. in Norway in 2009, NVE Report 2-2010",Calibrated
NO,AALFOTBREEN,317,,2010,,2009-10-22,0.0,2010-05-06,0.0,2010-09-28,0.0,2.026,,-4.325,,-2.299,,above,1368,,0,3975000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016 | Kjøllmoen, B. (ed.) (2011): Glac. invest. in Norway in 2010, NVE Report 3-2011",Calibrated
NO,AALFOTBREEN,317,,2011,,2010-09-28,0.0,2011-04-27,0.0,2011-10-13,0.0,3.53,,-4.376,,-0.845,,above,1368,,0,3975000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glac. invest. in Norway 2011-2015. NVE Rap. 88 2016, 171 p +app",Original
NO,AALFOTBREEN,317,,2012,,2011-10-13,0.0,2012-04-17,0.0,2012-10-16,0.0,3.868,,-2.507,,1.361,,on,1020,,0.96,3975000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glac. invest. in Norway 2011-2015. NVE Rap. 88 2016, 171 p +app",Original
NO,AALFOTBREEN,317,,2013,,2012-10-16,0.0,2013-05-23,0.0,2013-09-25,0.0,3.151,,-4.055,,-0.904,,above,1368,,0,3975000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glac. invest. in Norway 2011-2015. NVE Rap. 88 2016, 171 p +app",Original
NO,AALFOTBREEN,317,,2014,stratigraphic,2013-09-25,0.0,2014-04-23,0.0,2014-10-15,0.0,3.638,,-5.291,,-1.653,,above,1368,,0,3975000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glac. invest. in Norway 2011-2015. NVE Rap. 88 2016, 171 p +app",Original
NO,AALFOTBREEN,317,,2015,stratigraphic,2014-10-15,0.0,2015-04-20,0.0,2015-10-16,0.0,4.217,,-2.745,,1.472,,below,1000,,1,3476000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glac. invest. in Norway 2011-2015. NVE Rap. 88 2016, 171 p +app. | Kjøllmoen, B. 2022. Reanalysing a glacier mass balance measurement series – Ålfotbreen 2010–2019. NVE Rapport 6-2022, 33 pp.",homogenized
NO,AALFOTBREEN,317,,2016,combined,2015-10-16,0.0,2016-05-10,0.0,2016-10-05,0.0,4.188,,-4.697,,-0.509,,above,1320,,0.14,3476000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and K. Melvold (2017): Glaciological investigations in Norway 2016. NVE Rapport 76 2017, 95 p +app | Kjøllmoen, B. 2022. Reanalysing a glacier mass balance measurement series – Ålfotbreen 2010–2019. NVE Rapport 6-2022, 33 pp.",homogenized
NO,AALFOTBREEN,317,,2017,combined,2016-10-05,0.0,2017-05-10,0.0,2017-10-19,0.0,3.264,,-3.927,,-0.663,,on,1330,,0.1,3476000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"B. Kjøllmoen (Ed.), L.M. Andreassen, H. Elvehøy and M. Jackson (2018): Glaciological investigations in Norway in 2017. NVE Report 82 2018, 84 p +app. | Kjøllmoen, B. 2022. Reanalysing a glacier mass balance measurement series – Ålfotbreen 2010–2019. NVE Rapport 6-2022, 33 pp.",homogenized
NO,AALFOTBREEN,317,,2018,combined,2017-10-19,0.0,2018-05-15,0.0,2018-10-11,0.0,2.883,,-4.823,,-1.94,,above,1360,,0,3476000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy and M. Jackson (2019): Glaciological investigations in Norway in 2018. NVE Report 46 2019, 84 p +app. | Kjøllmoen, B. 2022. Reanalysing a glacier mass balance measurement series – Ålfotbreen 2010–2019. NVE Rapport 6-2022, 33 pp.",homogenized
NO,AALFOTBREEN,317,,2019,combined,2018-10-11,0.0,2019-05-20,0.0,2019-09-25,0.0,2.463,,-4.784,,-2.321,,above,1360,,0,3476000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson (2019); Glaciological investigations in Norway 2019. NVE Rapport 34-2020, 86 pp +app. | Kjøllmoen, B. 2022. Reanalysing a glacier mass balance measurement series – Ålfotbreen 2010–2019. NVE Rapport 6-2022, 33 pp.",homogenized
NO,AALFOTBREEN,317,,2020,combined,2019-09-25,0.0,2020-04-28,0.0,2020-10-06,0.0,4.991,,-3.988,,1.003,,below,1000,,1,3476000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, K. Melvold (2021); Glaciological investigations in Norway 2020. NVE Rapport 31-2021, 92 pp +app",
NO,AALFOTBREEN,317,,2021,combined,2020-10-06,0.0,2021-04-28,0.0,2021-11-13,0.0,3.162,,-4.869,,-1.707,,above,1360,,0,3476000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, S. Storheil. 2022. Glaciological investigations in Norway. NVE Rapport 27 2022, 78 s +app",
NO,AALFOTBREEN,317,,2022,combined,2021-11-13,0.0,2022-04-21,0.0,2022-10-19,0.0,3.378,,-3.937,,-0.559,,on,1340,,0.07,3476000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjoellmoen, B. (Ed.), L.M. Andreassen, H. Elvehoey. 2023. Glaciological investigations in Norway 2022. NVE Rapport 23-2023, 97pp +app.",
NO,AALFOTBREEN,317,,2023,floating,2022-10-19,0.0,2023-04-19,0.0,2023-10-23,0.0,2.302,,-4.82,,-2.518,,above,1360,,0,3476000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,"Kjoellmoen, B. (Ed.), L.M. Andreassen, H. Elvehoey. 2024. Glaciological investigations in Norway 2023. NVE Rapport 22-2024, 98 pp +app.",time_system: Time frame is stratigraphic but the reported dates are when measured
NO,AALFOTBREEN,317,,2024,other,,,,,,,,,,,-2,,above,1360,,0,3476000,Bjarne Kjøllmoen (402),402. Norwegian Water Resources and Energy Directorate,,[flag] Preliminary results
NO,AUSTDALSBREEN,321,,1988,,1987-09-25,0.0,1988-05-01,0.0,1988-09-21,0.0,1.946,,-3.375,,-1.429,,on,1575,,0.21,11276000,Tron Laumann (402) | Hallgeir Elvehøy (402),402. Norwegian Water Resources and Energy Directorate,"Andreassen et al. (2016): TC; 10, 535-552, doi:10.5194/tc-10-535-2016 | Østrem, G. (ed.) (1991): Massbalansemålinger på norske breer 1988 og 1989, NVE Publikasjon 11-1991, 79 p",Homogenized | [flag] SUMMER_BALANCE/ANNUAL_BALANCE: Include calving
NO,AUSTDALSBREEN,321,,1989,,1988-09-21,0.0,1989-04-03,0.0,1989-10-11,0.0,3.185,,-1.6,,1.585,,on,1271,,0.95,11276000,Tron Laumann (402) | Hallgeir Elvehøy (402),402. Norwegian Water Resources and Energy Directorate,"Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016 | Østrem, G. (ed.) (1991): Massbalansemålinger på norske breer 1988 og 1989, NVE Publikasjon 11-1991, 79 p",Homogenized | [flag] SUMMER_BALANCE/ANNUAL_BALANCE: Include calving
